ID,KIDSDRIV,BIRTH,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,CAR_VALUE,CAR_TYPE,OLDCLAIM,CLM_FREQ,CLM_AMT,CAR_AGE,URBANICITY
497178336,3,30-06-56,3,7,"38,430",Yes,"221,139",No,M,High School,Blue Collar,26,Commercial,"17,350",Van,0,0,0,6,Highly Rural/ Rural
497203233,0,16-08-59,0,11,"90,832",No,0,No,F,Masters,Lawyer,20,Private,"14,580",Pickup,"3,842",1,0,1,Highly Urban/ Urban
497382613,0,29-12-62,0,10,"65,149",No,0,No,F,High School,Professional,44,Private,"18,500",SUV,0,0,0,9,Highly Rural/ Rural
497420324,0,15-08-55,0,12,"55,241",No,"205,177",No,M,High School,Blue Collar,40,Commercial,"14,200",Minivan,0,0,0,1,Highly Urban/ Urban
497437666,0,29-11-64,3,5,"42,025",No,"138,760",Yes,M,High School,Blue Collar,38,Commercial,"4,900",Pickup,0,0,"2,635",9,Highly Urban/ Urban
497466584,0,06-10-49,0,13,"64,489",No,"180,165",Yes,F,Bachelors,Professional,73,Private,"12,950",Sports Car,0,0,0,15,Highly Rural/ Rural
497531130,0,15-02-50,0,11,"52,485",No,0,No,M,Masters,Lawyer,40,Private,"19,830",Van,0,0,"6,431",18,Highly Urban/ Urban
497678942,2,23-05-56,2,13,"63,357",No,"222,957",Yes,M,Bachelors,Blue Collar,16,Commercial,"20,790",Van,0,0,0,1,Highly Rural/ Rural
497779081,0,06-12-60,0,10,"44,809",No,0,No,F,<High School,Blue Collar,26,Private,"9,780",SUV,0,0,"2,288",8,Highly Urban/ Urban
497785506,0,18-08-64,0,8,"58,941",No,"190,840",Yes,F,High School,Blue Collar,61,Commercial,"13,510",SUV,0,0,0,5,Highly Rural/ Rural
497908492,0,03-06-44,0,12,"37,794",No,0,No,M,High School,Home Maker,38,Private,"17,050",Minivan,"39,617",3,"5,631",1,Highly Urban/ Urban
498086453,0,09-06-46,0,5,"38,467",No,0,No,M,High School,Manager,30,Commercial,"11,560",Pickup,"1,231",3,0,1,Highly Urban/ Urban
498116575,1,12-04-55,1,11,"26,653",Yes,0,No,F,High School,Clerical,54,Private,"9,260",Minivan,0,0,0,1,Highly Urban/ Urban
498169711,0,16-05-49,0,9,"71,544",No,0,No,M,High School,Blue Collar,36,Commercial,"29,900",Panel Truck,"10,768",3,"2,217",9,Highly Urban/ Urban
498215596,0,12-03-44,0,11,"42,304",No,0,No,M,Bachelors,Professional,24,Commercial,"31,210",Panel Truck,"6,978",2,"1,441",1,Highly Urban/ Urban
498300738,0,11-04-62,0,0,0,No,0,No,F,High School,Student,53,Commercial,"5,200",SUV,0,0,0,7,Highly Urban/ Urban
498415090,0,14-08-40,0,14,"119,537",No,"360,697",Yes,F,PhD,Professional,26,Commercial,"48,380",Panel Truck,0,0,"6,290",20,Highly Urban/ Urban
498443693,0,18-06-62,0,8,"32,497",No,"117,288",No,M,High School,Professional,5,Private,"22,090",Minivan,0,0,0,1,Highly Urban/ Urban
498491460,0,22-12-48,0,13,"163,296",No,"447,616",No,F,PhD,Lawyer,42,Private,"22,830",Minivan,0,0,0,14,Highly Rural/ Rural
498880300,0,20-04-36,0,14,"51,046",No,"192,050",Yes,F,PhD,Doctor,18,Private,"7,800",Sports Car,"14,357",3,0,1,Highly Urban/ Urban
499176098,0,02-02-64,2,12,"105,992",Yes,0,No,F,Bachelors,Professional,43,Private,"17,540",Minivan,"25,379",1,"4,771",9,Highly Urban/ Urban
499190035,0,02-01-55,0,12,"5,069",No,0,No,F,<High School,Student,37,Private,"5,900",Sports Car,"8,026",1,0,1,Highly Urban/ Urban
499243969,0,31-05-53,0,11,"56,460",No,"199,879",Yes,F,Bachelors,Manager,5,Commercial,"24,120",Pickup,"7,688",4,0,7,Highly Urban/ Urban
499295880,0,24-07-73,2,13,989,No,0,Yes,F,<High School,Student,24,Private,"4,200",SUV,"25,081",2,"3,997",1,Highly Urban/ Urban
499311566,0,25-08-57,0,13,"43,301",No,"163,397",Yes,F,High School,Blue Collar,27,Commercial,"23,340",Sports Car,"10,718",3,"3,350",1,Highly Urban/ Urban
499344915,0,21-03-52,0,11,"72,156",No,"272,736",Yes,F,<High School,Blue Collar,40,Commercial,"10,800",SUV,"4,136",2,0,1,Highly Rural/ Rural
499410740,0,31-10-51,0,15,"79,078",No,"219,277",Yes,F,Masters,Lawyer,53,Private,"9,410",SUV,0,0,0,18,Highly Urban/ Urban
499430842,0,19-09-53,1,9,"49,680",Yes,"228,046",No,M,Bachelors,Blue Collar,50,Commercial,"26,440",Panel Truck,0,0,0,5,Highly Urban/ Urban
499502840,0,07-01-59,0,10,"133,623",No,"328,267",Yes,M,PhD,Lawyer,40,Private,"16,030",Minivan,0,0,0,1,Highly Urban/ Urban
499531756,0,23-05-49,0,13,"34,101",No,0,No,F,<High School,Blue Collar,15,Private,"12,580",SUV,0,0,"15,562",4,Highly Urban/ Urban
499610641,0,07-02-57,0,14,"40,480",No,"164,701",Yes,M,Bachelors,Clerical,71,Commercial,"10,830",Pickup,0,0,"14,811",13,Highly Urban/ Urban
499634734,0,29-12-58,3,16,"52,475",Yes,0,No,F,Masters,Lawyer,9,Private,"10,750",SUV,0,0,"6,879",16,Highly Urban/ Urban
499654933,0,15-10-50,0,13,"55,447",No,0,No,F,<High School,Blue Collar,5,Private,"13,650",SUV,"7,062",3,"1,158",1,Highly Urban/ Urban
499791052,0,23-02-62,0,7,"97,266",No,"252,596",No,F,Bachelors,Blue Collar,21,Commercial,"14,930",Minivan,"4,048",2,0,11,Highly Urban/ Urban
499898477,0,17-02-60,0,10,"54,818",No,"244,266",Yes,M,Bachelors,Manager,48,Private,"10,880",Pickup,0,0,0,11,Highly Urban/ Urban
499955273,0,20-02-50,0,10,"29,998",No,"153,415",Yes,M,High School,Clerical,48,Private,"18,110",Van,0,0,0,12,Highly Urban/ Urban
500147388,0,12-12-45,0,0,0,No,"94,471",Yes,F,PhD,Home Maker,33,Private,"6,800",Sports Car,"1,909",1,0,14,Highly Urban/ Urban
500238389,0,23-01-48,0,13,"58,874",No,"213,744",Yes,M,Bachelors,Professional,41,Commercial,"22,010",Van,0,0,0,14,Highly Rural/ Rural
500686112,0,18-02-33,0,13,"45,790",No,"213,595",Yes,F,Bachelors,Home Maker,15,Commercial,"25,090",Pickup,0,0,0,15,Highly Rural/ Rural
500794300,1,03-06-63,2,12,"15,358",No,"125,216",Yes,F,<High School,Clerical,16,Private,"24,480",Sports Car,0,0,0,1,Highly Urban/ Urban
500869001,0,07-09-59,0,7,"14,848",No,"90,755",Yes,F,<High School,Clerical,26,Private,"12,060",SUV,0,0,0,4,Highly Rural/ Rural
500873110,0,07-10-41,0,10,"46,946",No,"247,003",No,M,Masters,Lawyer,22,Private,"16,860",Van,"28,158",2,0,13,Highly Urban/ Urban
501006323,0,02-04-43,2,14,"69,098",No,"224,600",Yes,F,Bachelors,Professional,21,Private,"11,800",SUV,0,0,0,11,Highly Urban/ Urban
501198611,0,02-12-46,0,11,"81,008",No,"216,655",Yes,M,Bachelors,Manager,22,Commercial,"24,830",Panel Truck,"11,193",4,0,14,Highly Urban/ Urban
501212212,0,26-02-50,0,9,"114,122",No,0,No,M,Bachelors,Blue Collar,52,Commercial,"17,810",Van,0,0,0,10,Highly Rural/ Rural
501246348,0,17-02-69,2,9,"18,447",No,"104,225",Yes,F,<High School,Clerical,45,Private,"3,340",Sports Car,0,0,0,5,Highly Urban/ Urban
501259686,0,12-07-44,0,10,"109,900",No,"320,515",Yes,F,Masters,Manager,7,Private,"9,500",SUV,0,0,0,13,Highly Urban/ Urban
501288435,0,26-09-49,0,0,0,No,"91,409",No,F,High School,Student,37,Private,"6,820",SUV,0,0,0,11,Highly Rural/ Rural
501470859,0,06-12-50,0,13,"120,483",No,"358,643",Yes,M,Masters,Professional,60,Private,"6,100",Minivan,0,0,0,12,Highly Urban/ Urban
501668513,0,30-01-69,4,13,"2,519",No,0,Yes,M,High School,Student,52,Commercial,"30,810",Panel Truck,"2,630",2,0,9,Highly Urban/ Urban
501669386,0,05-04-68,4,15,"69,201",Yes,"224,997",No,M,High School,Professional,8,Commercial,"11,550",Pickup,"6,997",1,0,1,Highly Urban/ Urban
501779857,0,16-11-52,0,7,"18,789",No,"146,055",Yes,M,<High School,Blue Collar,20,Private,"12,040",Pickup,0,0,0,1,Highly Urban/ Urban
501902005,0,03-07-64,0,9,"95,536",No,0,No,M,Masters,Professional,33,Commercial,"25,840",Panel Truck,0,0,0,11,Highly Urban/ Urban
501939093,0,09-09-63,0,10,"38,317",No,0,No,M,<High School,Blue Collar,24,Commercial,"5,330",Pickup,0,0,"3,008",1,Highly Urban/ Urban
501956901,0,14-07-42,0,13,"51,343",No,"175,607",Yes,F,Bachelors,Professional,22,Private,"15,440",SUV,"1,125",1,"6,062",11,Highly Urban/ Urban
501964952,0,08-04-64,0,5,"28,551",No,"128,411",No,F,High School,Home Maker,45,Private,"7,860",Sports Car,"4,632",1,0,1,Highly Urban/ Urban
502081848,0,20-01-47,0,8,"88,560",No,"244,028",Yes,M,Masters,Lawyer,14,Private,"13,630",Minivan,0,0,0,17,Highly Urban/ Urban
502157212,1,21-05-54,3,10,"15,796",No,"145,824",Yes,F,<High School,Clerical,42,Private,"15,860",SUV,"29,536",2,"1,294",1,Highly Urban/ Urban
502196576,2,15-12-51,0,10,"45,023",No,"204,371",Yes,F,High School,Professional,27,Commercial,"11,440",Pickup,0,0,0,7,Highly Urban/ Urban
502217347,0,17-02-69,3,15,"20,944",Yes,0,No,M,<High School,Blue Collar,33,Private,"10,510",Pickup,"40,386",1,0,1,Highly Urban/ Urban
502484642,0,05-06-45,0,12,"65,298",No,"213,225",Yes,F,High School,Clerical,5,Private,"8,030",SUV,"4,528",3,"3,722",1,Highly Urban/ Urban
502562204,0,05-09-49,0,13,"46,952",No,"223,769",Yes,F,Bachelors,Blue Collar,26,Commercial,"6,200",SUV,0,0,"3,731",1,Highly Urban/ Urban
502635500,0,06-04-51,0,6,"52,275",No,"169,104",Yes,M,Bachelors,Professional,57,Private,"14,060",Minivan,"3,868",1,"5,051",6,Highly Urban/ Urban
502698888,0,29-05-51,0,12,"108,601",No,"320,455",Yes,M,High School,Blue Collar,23,Commercial,"17,160",Van,"31,227",2,710,1,Highly Urban/ Urban
502759531,1,25-05-57,1,9,"34,560",No,"119,626",Yes,M,<High School,Clerical,36,Commercial,"10,830",Pickup,0,0,0,7,Highly Urban/ Urban
502797822,1,11-01-60,1,12,"70,673",No,"223,484",Yes,M,High School,Blue Collar,55,Commercial,"17,900",Van,0,0,0,9,Highly Rural/ Rural
503124243,2,04-10-58,2,15,"173,572",No,"447,608",Yes,F,Masters,Lawyer,34,Private,"24,180",SUV,"10,877",1,"2,723",25,Highly Urban/ Urban
503208912,0,30-05-50,0,13,"43,560",No,"174,690",Yes,M,Bachelors,Clerical,35,Private,"10,760",Pickup,"6,675",1,"4,485",7,Highly Urban/ Urban
503351848,0,05-06-43,0,14,"35,735",No,0,No,F,<High School,Clerical,21,Private,"13,760",SUV,0,0,"4,364",5,Highly Urban/ Urban
503390759,0,05-08-61,0,13,"69,604",No,0,No,F,Masters,Professional,36,Private,"16,990",SUV,0,0,0,12,Highly Rural/ Rural
503511581,0,23-12-53,0,12,"77,337",No,0,No,F,Bachelors,Professional,37,Private,"26,010",SUV,"6,238",2,"21,829",12,Highly Urban/ Urban
503618536,0,07-01-49,0,15,"25,104",No,"110,907",Yes,F,<High School,Blue Collar,21,Private,"17,340",Sports Car,0,0,0,1,Highly Urban/ Urban
503853017,0,06-02-54,3,14,"14,554",No,0,Yes,F,High School,Student,31,Private,"16,580",SUV,0,0,0,8,Highly Rural/ Rural
503972741,0,21-01-48,0,12,"93,283",No,"262,489",No,M,Bachelors,Manager,44,Private,"34,410",Minivan,0,0,0,6,Highly Urban/ Urban
504119104,0,12-07-49,1,15,"61,138",No,"198,569",Yes,M,Masters,Lawyer,16,Private,"36,330",Minivan,0,0,"26,244",1,Highly Urban/ Urban
504444613,0,22-02-62,0,10,"182,713",No,"429,722",Yes,F,PhD,Doctor,51,Private,"15,880",Minivan,0,0,0,14,Highly Urban/ Urban
504649183,1,24-09-56,2,14,"37,898",No,"191,417",Yes,F,High School,Clerical,55,Private,"9,590",SUV,0,0,0,1,Highly Rural/ Rural
504733216,0,03-01-48,0,11,"117,016",No,0,No,F,Masters,Manager,23,Private,"20,320",Minivan,"1,197",2,0,8,Highly Urban/ Urban
504904774,0,25-07-44,0,7,"45,787",No,"173,196",Yes,F,Masters,Lawyer,5,Private,"19,380",Minivan,0,0,0,13,Highly Urban/ Urban
505331576,0,02-12-54,2,15,"16,352",No,"134,164",Yes,F,High School,Home Maker,37,Private,"9,760",SUV,"2,316",1,"56,400",1,Highly Urban/ Urban
505484170,0,07-07-63,3,19,"34,658",No,"191,264",Yes,F,High School,Blue Collar,25,Commercial,"24,600",Pickup,0,0,706,1,Highly Urban/ Urban
505511999,0,03-05-42,0,5,"67,997",No,"263,804",Yes,M,Bachelors,Manager,56,Private,"18,280",Van,0,0,0,7,Highly Urban/ Urban
505523634,0,03-09-41,0,19,"42,485",No,"156,093",Yes,M,High School,Blue Collar,57,Commercial,"25,530",Panel Truck,0,0,0,1,Highly Rural/ Rural
505681273,0,28-10-43,0,15,"25,632",No,0,No,F,Bachelors,Home Maker,32,Private,"7,320",SUV,"8,498",2,0,8,Highly Urban/ Urban
505730450,0,24-03-59,0,13,"77,047",No,"239,933",Yes,M,Masters,Lawyer,41,Private,"13,200",Minivan,"20,290",2,0,16,Highly Urban/ Urban
505735567,1,27-04-60,1,12,"55,036",No,"187,649",Yes,M,High School,Manager,44,Private,"30,380",Minivan,"32,132",3,0,10,Highly Urban/ Urban
506136187,0,10-02-42,0,14,"40,122",No,"171,054",No,F,PhD,Lawyer,37,Private,"11,210",Sports Car,"9,171",1,0,15,Highly Urban/ Urban
506207203,0,25-08-43,0,13,"44,320",No,"166,535",Yes,F,Bachelors,Clerical,48,Commercial,"12,160",Pickup,"3,211",1,"4,539",15,Highly Urban/ Urban
506303039,0,27-04-53,0,6,"77,946",No,"225,853",Yes,M,High School,Blue Collar,34,Commercial,"17,840",Van,"4,002",1,"6,471",1,Highly Urban/ Urban
506683336,0,04-01-61,0,8,"83,304",No,"234,493",Yes,F,Bachelors,Clerical,10,Private,"16,160",SUV,"20,337",2,0,17,Highly Urban/ Urban
506756784,0,03-01-63,0,8,"21,926",No,"106,069",Yes,M,Bachelors,Clerical,44,Commercial,"7,290",Pickup,"7,166",2,0,1,Highly Urban/ Urban
506869566,0,29-06-60,3,16,"66,525",No,"228,868",Yes,M,High School,Blue Collar,34,Commercial,"14,000",Minivan,0,0,"4,953",9,Highly Urban/ Urban
507211192,0,24-12-52,0,6,"65,894",No,0,No,F,High School,Manager,30,Private,"12,690",SUV,0,0,0,1,Highly Urban/ Urban
507268257,0,20-08-60,3,16,"42,535",No,"189,139",Yes,M,High School,Clerical,22,Private,"13,350",Minivan,0,0,0,8,Highly Rural/ Rural
507388498,3,04-12-45,0,10,"58,049",No,"186,384",Yes,M,Masters,Manager,44,Private,"5,590",SUV,0,0,"4,898",15,Highly Urban/ Urban
507432957,0,12-11-59,0,14,381,No,"53,204",Yes,F,Masters,Home Maker,39,Private,"1,540",SUV,0,0,0,24,Highly Urban/ Urban
507474260,0,25-02-52,0,13,"42,196",No,"143,209",Yes,F,High School,Blue Collar,50,Commercial,"19,460",Sports Car,0,0,0,7,Highly Rural/ Rural
507505213,0,01-09-65,2,11,"18,077",No,"104,851",Yes,F,<High School,Blue Collar,32,Private,"19,270",Minivan,0,0,0,7,Highly Rural/ Rural
507582598,0,20-03-65,4,12,"24,897",No,"166,510",Yes,M,High School,Clerical,26,Commercial,"7,390",Pickup,"23,866",2,0,7,Highly Urban/ Urban
507802314,0,13-03-57,0,10,"6,600",No,0,No,F,Bachelors,Home Maker,32,Private,"4,050",SUV,0,0,0,10,Highly Urban/ Urban
507856200,0,09-04-43,0,0,0,No,"63,827",Yes,F,PhD,Home Maker,65,Private,"13,220",Minivan,0,0,0,12,Highly Rural/ Rural
507882866,0,06-04-55,2,14,"79,557",No,"231,560",Yes,F,Bachelors,Blue Collar,24,Commercial,"25,500",Minivan,"53,986",3,0,1,Highly Urban/ Urban
508018235,0,20-12-50,0,9,556,No,0,Yes,F,<High School,Student,21,Private,"13,920",SUV,"6,091",2,0,1,Highly Urban/ Urban
508043249,0,29-11-41,0,14,"111,970",No,"342,129",Yes,M,Masters,Manager,28,Commercial,"23,780",Panel Truck,"20,369",1,0,15,Highly Urban/ Urban
508078736,0,29-03-55,2,14,"82,068",No,"215,344",Yes,F,Bachelors,Blue Collar,26,Commercial,"8,980",SUV,"4,423",2,664,12,Highly Urban/ Urban
508126141,1,19-07-55,3,0,0,No,0,Yes,F,Bachelors,Student,31,Private,"5,900",Sports Car,"1,097",2,0,11,Highly Urban/ Urban
508159539,0,12-11-53,0,10,"85,479",No,"260,410",Yes,M,High School,Blue Collar,54,Commercial,"10,810",Pickup,0,0,0,1,Highly Urban/ Urban
508166452,0,16-07-66,2,13,"35,263",No,"169,916",Yes,F,<High School,Blue Collar,41,Commercial,"10,620",Minivan,0,0,0,1,Highly Urban/ Urban
508211300,0,15-04-69,3,13,"118,112",No,"339,955",Yes,F,Bachelors,Manager,58,Commercial,"21,550",Minivan,0,0,0,12,Highly Urban/ Urban
508322139,0,04-10-51,0,10,"90,044",No,0,No,F,Bachelors,Blue Collar,79,Commercial,"17,310",SUV,"2,317",1,"6,595",16,Highly Urban/ Urban
508391310,0,14-08-62,0,10,"97,916",No,0,No,M,<High School,Blue Collar,14,Private,"14,990",Minivan,0,0,0,9,Highly Urban/ Urban
508482568,0,26-09-54,2,0,0,No,"101,395",Yes,M,<High School,Home Maker,34,Commercial,"16,920",Van,"10,264",3,"2,189",1,Highly Urban/ Urban
508563799,0,24-12-44,0,12,"159,494",No,0,No,F,PhD,Manager,35,Private,"32,140",Minivan,0,0,0,14,Highly Urban/ Urban
508648496,0,17-11-50,0,14,"18,232",No,"145,361",Yes,M,<High School,Blue Collar,29,Commercial,"25,060",Panel Truck,"2,400",2,0,1,Highly Urban/ Urban
508771135,0,31-07-52,0,11,"150,684",No,"424,827",No,F,High School,Blue Collar,28,Commercial,"28,890",Sports Car,0,0,0,7,Highly Urban/ Urban
508951421,0,10-10-53,0,12,"132,651",No,"340,258",Yes,F,Masters,Professional,11,Private,"1,500",SUV,0,0,0,12,Highly Urban/ Urban
508952729,0,14-01-44,0,13,"44,967",No,"205,531",Yes,M,High School,Clerical,30,Private,"6,000",Minivan,0,0,0,9,Highly Urban/ Urban
509020520,0,02-04-70,0,6,"16,609",No,0,No,M,<High School,Clerical,40,Commercial,"9,890",Pickup,0,0,0,5,Highly Rural/ Rural
509063576,0,01-07-70,0,7,"22,428",No,"120,624",Yes,M,High School,Clerical,29,Private,"3,170",Minivan,953,3,0,1,Highly Urban/ Urban
509233304,2,05-02-62,4,16,"5,175",No,0,Yes,F,High School,Student,5,Commercial,"5,720",SUV,0,0,0,8,Highly Rural/ Rural
509262311,0,26-06-49,0,10,"46,802",No,"169,519",Yes,M,Masters,Lawyer,62,Private,"21,280",Van,"3,108",1,0,15,Highly Urban/ Urban
509286430,0,18-03-52,0,14,"85,183",No,"273,069",Yes,F,Bachelors,Professional,40,Commercial,"34,380",Van,"6,308",2,"5,761",14,Highly Urban/ Urban
509314581,0,11-06-50,0,6,"11,069",No,0,No,F,<High School,Student,60,Private,"19,520",SUV,"5,954",3,"4,351",3,Highly Urban/ Urban
509402755,1,13-02-59,1,6,"24,498",Yes,0,No,F,High School,Clerical,36,Private,"9,920",SUV,0,0,"3,076",1,Highly Urban/ Urban
509542433,0,04-10-60,0,11,"93,612",No,"268,445",Yes,M,Bachelors,Blue Collar,34,Commercial,"17,820",Minivan,"7,905",1,0,13,Highly Urban/ Urban
509947338,0,29-02-44,0,12,"154,165",No,"405,227",Yes,M,Masters,Lawyer,47,Private,"21,280",Van,615,1,"4,857",17,Highly Urban/ Urban
510391776,0,10-12-44,0,16,"19,961",No,"69,660",Yes,F,High School,Home Maker,36,Private,"3,500",Sports Car,0,0,0,3,Highly Rural/ Rural
510964458,2,05-01-61,2,12,"102,020",Yes,0,No,F,Masters,Lawyer,28,Private,"15,500",SUV,"5,306",2,"3,726",1,Highly Urban/ Urban
511045921,0,17-07-39,0,14,"51,457",No,"218,820",Yes,F,Masters,Professional,46,Commercial,"12,650",Pickup,0,0,0,17,Highly Rural/ Rural
511081508,0,17-06-54,2,15,"77,183",No,"262,380",Yes,F,Masters,Lawyer,34,Private,"17,440",SUV,0,0,0,12,Highly Urban/ Urban
511162471,0,13-04-50,0,12,"73,242",No,0,No,F,Bachelors,Home Maker,22,Private,"13,580",SUV,"11,479",1,0,14,Highly Urban/ Urban
511186018,0,02-01-53,0,11,"30,969",No,0,No,F,<High School,Clerical,77,Private,"9,200",SUV,0,0,0,7,Highly Rural/ Rural
511286197,0,03-04-53,0,12,"96,729",No,"270,745",No,F,PhD,Home Maker,60,Commercial,"16,400",Pickup,"4,052",4,"6,978",15,Highly Urban/ Urban
511390444,0,09-01-44,0,11,"133,318",No,"398,344",Yes,M,Masters,Lawyer,20,Private,"33,470",Minivan,0,0,0,13,Highly Rural/ Rural
511436702,0,17-07-60,0,9,"133,060",No,0,No,F,PhD,Lawyer,44,Private,"5,400",Sports Car,"2,897",2,"3,427",18,Highly Urban/ Urban
511540801,0,24-12-62,2,12,"69,546",No,"186,300",Yes,F,High School,Blue Collar,33,Commercial,"12,050",Sports Car,"5,106",2,"6,386",1,Highly Urban/ Urban
511555140,0,21-11-64,4,13,"54,488",No,"216,444",Yes,F,High School,Blue Collar,34,Commercial,"13,360",SUV,"4,470",4,"5,301",1,Highly Urban/ Urban
511641322,0,14-06-66,0,13,"72,968",No,"188,061",Yes,M,High School,Blue Collar,19,Commercial,"19,000",Minivan,0,0,0,8,Highly Rural/ Rural
511965634,0,05-03-74,1,12,"40,095",Yes,0,No,M,High School,Clerical,38,Commercial,"22,720",Panel Truck,"1,992",2,"5,177",9,Highly Urban/ Urban
511982645,0,04-10-55,2,15,"107,278",No,"283,673",Yes,F,High School,Blue Collar,35,Commercial,"28,590",Minivan,0,0,0,1,Highly Urban/ Urban
512050316,0,13-09-41,0,10,"101,009",No,"322,161",Yes,M,Bachelors,Professional,38,Commercial,"42,540",Panel Truck,"3,977",1,0,4,Highly Urban/ Urban
512281100,0,22-11-47,0,13,"121,237",No,"342,601",Yes,F,Masters,Lawyer,16,Private,"19,270",SUV,0,0,0,10,Highly Urban/ Urban
512509444,0,08-02-50,0,14,"88,696",No,0,No,M,Masters,Professional,18,Commercial,"28,600",Panel Truck,0,0,0,14,Highly Rural/ Rural
512536978,0,18-03-44,0,11,"70,460",No,"220,405",Yes,F,Masters,Lawyer,35,Private,"21,420",SUV,"6,440",1,"2,301",8,Highly Urban/ Urban
512608819,0,17-03-67,1,0,0,No,0,Yes,M,<High School,Student,48,Private,"12,500",Minivan,"3,983",1,0,1,Highly Urban/ Urban
512636177,0,27-06-59,0,9,"25,505",No,0,No,F,High School,Blue Collar,40,Commercial,"17,330",SUV,0,0,"5,493",10,Highly Urban/ Urban
512862536,0,01-03-60,0,10,"82,598",No,0,No,F,High School,Blue Collar,39,Commercial,"5,600",SUV,0,0,856,10,Highly Urban/ Urban
512923034,0,22-12-50,0,0,0,No,"105,542",Yes,F,High School,Home Maker,24,Private,"19,250",Sports Car,"5,245",2,0,1,Highly Urban/ Urban
513049963,2,18-10-56,2,9,"23,382",No,"175,078",Yes,M,High School,Clerical,48,Private,"13,930",Minivan,0,0,0,11,Highly Urban/ Urban
513079291,0,24-07-67,1,5,"68,288",No,"256,646",Yes,F,PhD,Manager,25,Private,"5,790",Sports Car,0,0,0,10,Highly Urban/ Urban
513568798,0,16-09-65,0,0,0,No,0,No,F,High School,Home Maker,59,Private,"26,550",Pickup,"33,961",1,0,1,Highly Rural/ Rural
513747312,0,06-11-49,0,12,"102,191",No,"308,402",Yes,M,Masters,Manager,55,Commercial,"19,380",Van,"8,730",2,0,21,Highly Urban/ Urban
513766113,0,31-08-40,0,15,"198,042",No,"474,444",Yes,F,PhD,Doctor,36,Private,"27,960",Sports Car,0,0,0,10,Highly Urban/ Urban
513826292,1,06-11-60,4,12,"20,075",No,"117,035",Yes,F,High School,Home Maker,21,Private,"5,400",Sports Car,0,0,0,8,Highly Rural/ Rural
513938204,2,24-04-57,3,14,"36,463",No,"184,091",Yes,F,<High School,Blue Collar,10,Commercial,"5,700",SUV,0,0,"5,662",9,Highly Urban/ Urban
514080273,0,18-03-57,0,12,"85,426",No,"243,538",Yes,M,Bachelors,Professional,35,Commercial,"10,040",Pickup,0,0,0,12,Highly Rural/ Rural
514323756,0,24-09-69,4,16,"42,579",No,"169,596",Yes,F,High School,Blue Collar,12,Commercial,"24,490",Pickup,"2,974",1,0,7,Highly Urban/ Urban
514350443,0,13-04-47,0,9,"138,004",No,"343,853",No,F,PhD,Manager,10,Private,"19,630",Pickup,0,0,0,10,Highly Urban/ Urban
514352450,0,20-12-64,1,0,0,Yes,0,No,M,High School,Student,32,Commercial,"11,910",Pickup,"2,361",3,"4,568",1,Highly Urban/ Urban
514714608,0,02-12-46,0,11,"81,849",No,"273,961",Yes,F,High School,Blue Collar,56,Commercial,"6,700",SUV,"4,235",3,"5,497",1,Highly Urban/ Urban
514749997,0,17-08-85,0,9,"14,484",No,0,No,F,<High School,Clerical,20,Private,"2,950",Sports Car,"4,518",1,"4,798",1,Highly Urban/ Urban
514838097,0,11-06-54,3,16,"60,945",No,"189,813",Yes,F,Masters,Manager,27,Commercial,"33,160",Van,0,0,0,28,Highly Urban/ Urban
514840069,0,02-06-66,1,12,"36,354",No,"192,457",Yes,M,Bachelors,Blue Collar,26,Commercial,"18,730",Van,0,0,0,7,Highly Rural/ Rural
515202177,0,06-08-69,5,0,0,No,0,Yes,M,High School,Student,6,Commercial,"16,810",Van,"1,975",3,"5,428",1,Highly Urban/ Urban
515236104,0,28-08-73,1,0,0,No,0,Yes,F,Bachelors,Student,10,Commercial,"4,100",Sports Car,"11,279",3,"4,524",6,Highly Urban/ Urban
515320613,0,05-05-80,2,0,0,No,"106,041",Yes,F,<High School,Student,25,Private,"9,100",SUV,"5,289",2,0,1,Highly Rural/ Rural
515700485,0,25-12-57,0,8,"67,014",No,0,No,M,Bachelors,Professional,39,Private,"12,300",Minivan,"5,101",2,0,5,Highly Urban/ Urban
516042384,0,07-03-51,0,5,"92,868",No,"256,927",Yes,F,Masters,Manager,31,Commercial,"28,970",Pickup,0,0,0,9,Highly Urban/ Urban
516219860,0,11-03-61,0,14,"37,999",No,"171,351",Yes,M,High School,Clerical,43,Commercial,"6,120",Pickup,"37,481",2,0,1,Highly Urban/ Urban
516716953,0,20-04-65,4,16,"49,923",No,"152,311",Yes,M,<High School,Clerical,5,Commercial,"34,700",Panel Truck,0,0,0,6,Highly Rural/ Rural
516972234,1,17-11-58,3,13,257,Yes,0,No,F,<High School,Home Maker,14,Private,"5,630",SUV,"7,902",1,0,1,Highly Rural/ Rural
517117838,0,01-10-49,0,15,"187,677",No,"487,230",Yes,F,Bachelors,Professional,5,Private,"42,190",Minivan,0,0,0,11,Highly Urban/ Urban
517156923,0,16-02-48,0,5,"94,454",No,0,No,M,Bachelors,Professional,30,Private,"14,370",Minivan,"5,399",1,0,9,Highly Urban/ Urban
517233278,0,11-11-47,0,6,"109,493",No,"279,275",Yes,F,Bachelors,Professional,26,Commercial,"27,790",Van,0,0,0,14,Highly Urban/ Urban
